jdate,q_ref0,q_ref1,q_ref2,q_ref3,w_ref0,w_ref1,w_ref2,a_ref0,a_ref1,a_ref2
2459000.5,-0.03262631954390586,-0.5974302589046924,0.4317076755962421,0.675011919783185,-5.231739284317034e-05,-0.00012647094271578957,-0.0010110561470107501,-0.0019526549875688462,-0.002499041545225052,-0.00046276629802564266
2459000.500023148,-0.03192048895704081,-0.5977793504416595,0.43107223022940133,0.675142698172276,-5.23625929449371e-05,-0.00012652879058593696,-0.0010110668591354717,-0.00290399727356717,-0.003695092430015381,-0.00026778839677878006
2459000.5000462965,-0.031214614842841222,-0.5981277479314187,0.4304362659712886,0.6752728825529696,-5.245183778444112e-05,-0.00012664201260255062,-0.0010110685446791659,-0.0038395951177920265,-0.004866798844756677,0.00012088926494915313
2459000.5000694445,-0.03050872544243741,-0.5984754374422045,0.429799808383549,0.6754024675433934,-5.254035280194999e-05,-0.00012675410639143573,-0.0010110612623843059,-0.003830874027703347,-0.004873114377050375,6.896142159414212e-05
2459000.5000925926,-0.029802806396946425,-0.5988224260727563,0.42916284465072024,0.6755314556217988,-5.262919210152241e-05,-0.000126867618525938,-0.0010110653520380758,-0.0038449752299970132,-0.004934493918215406,-0.00042220792488920615
2459000.5001157406,-0.029096857546661997,-0.5991687139035138,0.42852537474451724,0.675659846638965,-5.271835994892981e-05,-0.00012698255394483427,-0.0010110808089414736,-0.0038361971204843148,-0.004940669960793391,-0.00047356619383064427
2459000.500138889,-0.028390864536265045,-0.5995143079544191,0.42788738580183977,0.6757876430066512,-5.280679464311609e-05,-0.00012709635430636153,-0.0010110872765005045,-0.0038045013503473575,-0.004891679522392733,-8.562428153608185e-05
2459000.500162037,-0.02768485563467561,-0.5998591943857108,0.42724890348036476,0.6759148394244937,-5.2894495086957594e-05,-0.00012720902163889506,-0.0010110847730469524,-0.00379574669753502,-0.004897945754727815,-0.000137206806627585
2459000.500185185,-0.026978816458892357,-0.6002033802377663,0.42660991490280414,0.6760414383159208,-5.29825227037327e-05,-0.00012732310982433185,-0.0010110936286330237,-0.0038099605592845066,-0.004959443592773506,-0.000627822819395578
2459000.500208333,-0.026272746887651677,-0.6005468655641396,0.42597042006729835,0.6761674395146176,-5.3070881193160004e-05,-0.00012743862426355427,-0.0010111138387605668,-0.0038011414665572504,-0.0049656496317887116,-0.0006792608640454468
2459000.5002314816,-0.02556663254057396,-0.6008896573258523,0.4253304060497749,0.6762928453775691,-5.3158502290864156e-05,-0.00012755300207636453,-0.0010111250760409828,-0.0037692622298413853,-0.004916470196619426,-0.00029130937032997856
2459000.5002546296,-0.024860501686183277,-0.6012317417882813,0.42468989857956607,0.6764176506912121,-5.32453848828631e-05,-0.00012766623967933326,-0.0010111273253679896,-0.003772068861889522,-0.004950432927304208,-0.0005619220779549231
2459000.5002777777,-0.02415433996639356,-0.6015731259119096,0.4240488847582643,0.6765418578156374,-5.3333134161331864e-05,-0.00012778218754284804,-0.0010111510908108938,-0.003774752380584923,-0.00498425007961549,-0.0008325171832780729
2459000.500300926,-0.02344813304283187,-0.6019138165901708,0.4234073516615421,0.6766654690566226,-5.342014274738963e-05,-0.00012789699306720048,-0.0010111658680087942,-0.0037427269622989446,-0.004934899816228726,-0.0004443308738223205
